/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0001.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.0849609375
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0002.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.1328125
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0003.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.2021484375
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0004.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.53125
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0005.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.62109375
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0006.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.1826171875
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0007.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.40625
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0008.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.65234375
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0009.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.34765625
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0010.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.3203125
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0011.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.59375
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0012.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.294921875
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0013.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.34765625
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0014.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.1640625
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0015.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.294921875
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0016.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.294921875
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0017.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.1826171875
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0018.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.22265625
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0019.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.5
/shared/ssd_30T/zhuoyingyang/physact/ReVidgen/data/lvp_collect5_20/videos/0020.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.3203125
/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/lvp_tail80_numbered/0020.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.59375
/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/lvp_tail80_numbered/0021.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.119140625
/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/lvp_tail80_numbered/0022.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.3203125
/shared/ssd_30T/zhuoyingyang/physact/evaluation_results/lvp_tail80_numbered/0023.mp4,"The following is a conversation between a curious human and AI assistant. The assistant gives helpful, detailed, and polite answers to the user's questions.
Human: <|video|>
Human: Does this video follow the physical laws?
AI: ",0.5
